8.7435 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
8.7447 	INFO 	Loaded monitor calibration from ['2024_06_26 12:00']
8.8898 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A5234ADBB0>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A5234ADB50>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001A5234AD9A0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001A52599BC40>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.8899 	EXP 	window1: backgroundImage = ''
8.8899 	EXP 	window1: backgroundFit = 'none'
8.8900 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001A5234ADCD0>
8.8901 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001A5234ADCD0>
8.8914 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001A5234ADCD0>
8.8917 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001A5234ADCD0>
8.8947 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8957 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8966 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8977 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8987 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.8995 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9004 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9015 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9022 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9030 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9039 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9048 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9057 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9066 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9075 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9084 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9094 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9101 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9109 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9120 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9128 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9131 	DEBUG 	Uploading Texture Font fontname to graphics card
8.9148 	DEBUG 	Upload of Texture Font fontname complete
8.9157 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001A5234ADCD0>
8.9158 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001A5234ADCD0>
8.9161 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001A5234ADCD0>
8.9164 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001A5234ADCD0>
8.9187 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9198 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.9209 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
