4.8692 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.8696 	INFO 	Loaded monitor calibration from ['2024_07_15 15:58']
4.9597 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000259067C3130>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000259067C30D0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000259067C0EE0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000025906F7A430>, multiSample=False, name='window1', numSamples=2, pos=[1520.0, 780.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.9598 	EXP 	window1: backgroundImage = ''
4.9598 	EXP 	window1: backgroundFit = 'none'
4.9599 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000259067C3250>
4.9600 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000259067C3250>
4.9610 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000259067C3250>
4.9613 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000259067C3250>
4.9639 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9646 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9653 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9660 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9668 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9673 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9680 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9688 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9692 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9696 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9703 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9709 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9715 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9722 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9728 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9734 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9741 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9746 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9751 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9759 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9765 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9767 	DEBUG 	Uploading Texture Font fontname to graphics card
4.9796 	DEBUG 	Upload of Texture Font fontname complete
4.9806 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000259067C3250>
4.9807 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000259067C3250>
4.9810 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000259067C3250>
4.9813 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000259067C3250>
4.9835 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9843 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9850 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9852 	DEBUG 	Uploading Texture Font fontname to graphics card
4.9861 	DEBUG 	Upload of Texture Font fontname complete
4.9875 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
4.9876 	EXP 	window1: recordFrameIntervals = False
5.1635 	EXP 	window1: recordFrameIntervals = True
5.3928 	EXP 	Screen (1) actual frame rate measured at 59.40Hz
5.3928 	EXP 	window1: recordFrameIntervals = False
5.3930 	EXP 	window1: mouseVisible = False
5.3934 	EXP 	window1: mouseVisible = False
