3.8647 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
3.8650 	INFO 	Loaded monitor calibration from ['2024_07_15 15:58']
3.9600 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000168F0B92850>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000168F0B927F0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000168F0B92640>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000168F1348B50>, multiSample=False, name='window1', numSamples=2, pos=[1520.0, 780.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
3.9600 	EXP 	window1: backgroundImage = ''
3.9600 	EXP 	window1: backgroundFit = 'none'
3.9601 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000168F0B92970>
3.9603 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000168F0B92970>
3.9613 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000168F0B92970>
3.9616 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000168F0B92970>
3.9642 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9649 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9656 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9664 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9671 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9677 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9683 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9691 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9696 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9700 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9706 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9713 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9719 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9725 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9731 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9738 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9745 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9749 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9755 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9762 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9767 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9769 	DEBUG 	Uploading Texture Font fontname to graphics card
3.9779 	DEBUG 	Upload of Texture Font fontname complete
3.9787 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000168F0B92970>
3.9788 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000168F0B92970>
3.9792 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000168F0B92970>
3.9795 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x00000168F0B92970>
3.9817 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9825 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9833 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
3.9835 	DEBUG 	Uploading Texture Font fontname to graphics card
3.9840 	DEBUG 	Upload of Texture Font fontname complete
3.9850 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
3.9851 	EXP 	window1: recordFrameIntervals = False
4.1524 	EXP 	window1: recordFrameIntervals = True
4.3329 	EXP 	Screen (1) actual frame rate measured at 60.71Hz
4.3329 	EXP 	window1: recordFrameIntervals = False
