4.8241 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.8245 	INFO 	Loaded monitor calibration from ['2024_07_15 15:58']
4.9219 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D9235C2760>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D9235C2700>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000001D9235C2550>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000001D923D7AA60>, multiSample=False, name='window1', numSamples=2, pos=[1520.0, 780.0], screen=1, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.9219 	EXP 	window1: backgroundImage = ''
4.9219 	EXP 	window1: backgroundFit = 'none'
4.9220 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D9235C2880>
4.9222 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D9235C2880>
4.9232 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D9235C2880>
4.9235 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D9235C2880>
4.9261 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9268 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9275 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9282 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9290 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9295 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9301 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9309 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9313 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9317 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9323 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9330 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9336 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9342 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9348 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9354 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9361 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9365 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9370 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9378 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9383 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9385 	DEBUG 	Uploading Texture Font fontname to graphics card
4.9395 	DEBUG 	Upload of Texture Font fontname complete
4.9403 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D9235C2880>
4.9404 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D9235C2880>
4.9408 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D9235C2880>
4.9410 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x000001D9235C2880>
4.9432 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9440 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9447 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.9449 	DEBUG 	Uploading Texture Font fontname to graphics card
4.9453 	DEBUG 	Upload of Texture Font fontname complete
4.9463 	EXP 	window1: Attempting to measure frame rate of screen (1) ...
4.9463 	EXP 	window1: recordFrameIntervals = False
5.1199 	EXP 	window1: recordFrameIntervals = True
5.3188 	EXP 	Screen (1) actual frame rate measured at 60.00Hz
5.3189 	EXP 	window1: recordFrameIntervals = False
5.3190 	EXP 	window1: mouseVisible = False
5.3193 	EXP 	window1: mouseVisible = False
5.3195 	EXP 	window1: mouseVisible = False
5.3200 	EXP 	window1: mouseVisible = False
5.3205 	EXP 	window1: mouseVisible = False
5.3251 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3262 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3273 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3283 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3291 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3299 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3304 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3311 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3321 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3330 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.3331 	DEBUG 	Uploading Texture Font fontname to graphics card
5.3335 	DEBUG 	Upload of Texture Font fontname complete
5.3343 	EXP 	window1: mouseVisible = False
5.3344 	EXP 	window1: mouseVisible = False
5.3347 	EXP 	window1: mouseVisible = False
5.3349 	EXP 	window1: mouseVisible = False
5.3447 	WARNING 	launchHubServer: If using the iohub mouse or eyetracker devices, fullScr should be True.
6.4805 	INFO 	keyboard.Keyboard is using iohub backend.
6.4805 	INFO 	keyboard.Keyboard is using iohub backend.
6.4806 	EXP 	Gratings_vis_devJG_v0.4: status = STARTED
6.4807 	EXP 	window1: mouseVisible = False
6.5387 	EXP 	Created text_waiting_message = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, draggable=False, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_waiting_message', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
6.5388 	EXP 	window1: mouseVisible = False
6.5398 	EXP 	Created stim_grayScreen = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([0., 0., 0.]), colorSpace='rgb', contrast=1.0, depth=-1.0, draggable=False, flipHoriz=False, flipVert=False, image=None, interpolate=True, mask=None, maskParams=None, name='stim_grayScreen', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1., 1.]), texRes=128.0, units='height', win=Window(...))
6.5399 	EXP 	window1: mouseVisible = False
6.5406 	EXP 	Created stim_grating = GratingStim(__class__=<class 'psychopy.visual.grating.GratingStim'>, anchor='center', autoDraw=False, autoLog=True, blendmode='avg', color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-2.0, draggable=False, interpolate=True, mask=None, maskParams=None, name='stim_grating', opacity=1.0, ori=1.0, phase=array([1., 1.]), pos=array([0., 0.]), rgbPedestal=array([0., 0., 0.]), sf=array([4., 4.]), size=array([2., 2.]), tex='sin', texRes=256.0, units='height', win=Window(...))
0.0312 	INFO 	Keyboard events cleared
0.0310 	EXP 	text_waiting_message: autoDraw = True
3.2654 	DATA 	Mouse: Left button down, pos=(59,425)
3.4129 	DATA 	Mouse:  Left button up, pos=(62,427)
4.6097 	EXP 	Created sequence: sequential, trialTypes=1, nReps=10, seed=None
4.6101 	EXP 	New trial (rep=0, index=0): None
4.6644 	DATA 	Keypress: space
4.7542 	EXP 	text_waiting_message: autoDraw = False
4.7542 	EXP 	stim_grating: ori = 0.0
4.7542 	EXP 	stim_grayScreen: autoDraw = True
7.6945 	EXP 	stim_grating: autoDraw = True
7.6945 	EXP 	stim_grating: tex = 'sin'
9.6277 	EXP 	New trial (rep=1, index=0): None
9.6930 	EXP 	stim_grayScreen: autoDraw = False
9.6930 	EXP 	stim_grating: autoDraw = False
9.6930 	EXP 	stim_grating: ori = 45.0
9.6930 	EXP 	stim_grayScreen: autoDraw = True
12.6950 	EXP 	stim_grating: autoDraw = True
14.6316 	EXP 	New trial (rep=2, index=0): None
14.6946 	EXP 	stim_grayScreen: autoDraw = False
14.6946 	EXP 	stim_grating: autoDraw = False
14.6946 	EXP 	stim_grating: ori = 90.0
14.6946 	EXP 	stim_grayScreen: autoDraw = True
17.6955 	EXP 	stim_grating: autoDraw = True
19.6315 	EXP 	New trial (rep=3, index=0): None
19.6935 	EXP 	stim_grayScreen: autoDraw = False
19.6935 	EXP 	stim_grating: autoDraw = False
19.6935 	EXP 	stim_grating: ori = 135.0
19.6935 	EXP 	stim_grayScreen: autoDraw = True
22.6953 	EXP 	stim_grating: autoDraw = True
24.6308 	EXP 	New trial (rep=4, index=0): None
24.6934 	EXP 	stim_grayScreen: autoDraw = False
24.6934 	EXP 	stim_grating: autoDraw = False
24.6934 	EXP 	stim_grating: ori = 180.0
24.6934 	EXP 	stim_grayScreen: autoDraw = True
27.6954 	EXP 	stim_grating: autoDraw = True
29.6293 	EXP 	New trial (rep=5, index=0): None
29.6934 	EXP 	stim_grayScreen: autoDraw = False
29.6934 	EXP 	stim_grating: autoDraw = False
29.6934 	EXP 	stim_grating: ori = 225.0
29.6934 	EXP 	stim_grayScreen: autoDraw = True
32.6973 	EXP 	stim_grating: autoDraw = True
34.6302 	EXP 	New trial (rep=6, index=0): None
34.6957 	EXP 	stim_grayScreen: autoDraw = False
34.6957 	EXP 	stim_grating: autoDraw = False
34.6957 	EXP 	stim_grating: ori = 270.0
34.6957 	EXP 	stim_grayScreen: autoDraw = True
37.6948 	EXP 	stim_grating: autoDraw = True
39.6322 	EXP 	New trial (rep=7, index=0): None
39.6960 	EXP 	stim_grayScreen: autoDraw = False
39.6960 	EXP 	stim_grating: autoDraw = False
39.6960 	EXP 	stim_grating: ori = 315.0
39.6960 	EXP 	stim_grayScreen: autoDraw = True
42.6957 	EXP 	stim_grating: autoDraw = True
44.6329 	EXP 	New trial (rep=8, index=0): None
44.6944 	EXP 	stim_grayScreen: autoDraw = False
44.6944 	EXP 	stim_grating: autoDraw = False
44.6944 	EXP 	stim_grating: ori = 0.0
44.6944 	EXP 	stim_grayScreen: autoDraw = True
47.6971 	EXP 	stim_grating: autoDraw = True
49.6311 	EXP 	New trial (rep=9, index=0): None
49.6962 	EXP 	stim_grayScreen: autoDraw = False
49.6962 	EXP 	stim_grating: autoDraw = False
49.6962 	EXP 	stim_grating: ori = 45.0
49.6962 	EXP 	stim_grayScreen: autoDraw = True
52.6952 	EXP 	stim_grating: autoDraw = True
54.6471 	INFO 	saved data to C:\dev\sipefield-gratings\PsychoPy\PsychoPy_visual_stimulus\data/01_Gratings_vis_devJG_v0.4_2024-07-15_19h57.59.142trials.csv
54.6641 	EXP 	stim_grayScreen: autoDraw = False
54.6641 	EXP 	stim_grating: autoDraw = False
54.6655 	EXP 	Gratings_vis_devJG_v0.4: status = STOPPED
54.6672 	INFO 	saved data to 'C:\\dev\\sipefield-gratings\\PsychoPy\\PsychoPy_visual_stimulus\\data/01_Gratings_vis_devJG_v0.4_2024-07-15_19h57.59.142.csv'
54.6675 	INFO 	saved data to C:\dev\sipefield-gratings\PsychoPy\PsychoPy_visual_stimulus\data/01_Gratings_vis_devJG_v0.4_2024-07-15_19h57.59.142.psydat
54.6950 	EXP 	window1: mouseVisible = True
54.9123 	DEBUG 	Saving data for Gratings_vis_devJG_v0.4 ExperimentHandler
